"title";"uri";"id";"uri_data_http://dbpedia.org/ontology/releaseDate";"uri_data_http://dbpedia.org/ontology/Work/runtime";"uri_data_http://dbpedia.org/ontology/wikiPageRevisionID";"uri_data_http://dbpedia.org/ontology/runtime";"uri_data_http://dbpedia.org/ontology/budget";"uri_data_http://dbpedia.org/ontology/wikiPageID";"uri_data_http://dbpedia.org/ontology/gross"
"Cujo (1983)";"http://dbpedia.org/resource/Cujo_(film)";2121.0;8/12/83 12:00 AM;91.0;6.05098564E8;5460.0;8000000.0;1.3235461E7;2.1156152E7
"For Your Eyes Only (1981)";"http://dbpedia.org/resource/For_Your_Eyes_Only_(film)";2989.0;;127.0;6.05033312E8;7620.0;2.8E7;6446044.0;1.949E8
"Sister Act 2: Back in the Habit (1993)";"http://dbpedia.org/resource/Sister_Act_2:_Back_in_the_Habit";3248.0;;107.0;6.06512994E8;6420.0;;949131.0;1.0E8
"Grand Canyon (1991)";"http://dbpedia.org/resource/Grand_Canyon_(1991_film)";2112.0;12/25/91 12:00 AM;134.0;6.06186263E8;8040.0;;2673320.0;4.0991329E7
"Ipcress File, The (1965)";"http://dbpedia.org/resource/The_Ipcress_File_(film)";2983.0;;109.0;6.06090635E8;6540.0;;9378574.0;3000000.0
"Sister Act (1992)";"http://dbpedia.org/resource/Sister_Act";3247.0;;100.0;6.06406179E8;6000.0;3.1E7;920468.0;2.3160515E8
"Graveyard Shift (1990)";"http://dbpedia.org/resource/Graveyard_Shift_(1990_film)";2113.0;10/26/90 12:00 AM;89.0;5.82420579E8;5340.0;1.05E7;2.2304155E7;1.1582891E7
"On Any Sunday (1971)";"http://dbpedia.org/resource/On_Any_Sunday";2984.0;;96.0;5.47866829E8;5760.0;;3317085.0;
"Malcolm X (1992)";"http://dbpedia.org/resource/Malcolm_X_(film)";3246.0;;;6.01034305E8;;;4.2285011E7;
"Brady Bunch Movie, The (1995)";"http://dbpedia.org/resource/The_Brady_Bunch_Movie";585.0;;90.0;6.06323355E8;5400.0;1.2E7;2158983.0;5.4076136E7
"Outsiders, The (1983)";"http://dbpedia.org/resource/The_Outsiders_(film)";2114.0;;91.0;6.06670391E8;5460.0;1.0E7;3186725.0;2.5697647E7
"Brother, Can You Spare a Dime? (1975)";"http://dbpedia.org/resource/Brother,_Can_You_Spare_a_Dime%3F_(film)";2981.0;;110.0;5.69245956E8;6600.0;;9068907.0;
"Home Alone (1990)";"http://dbpedia.org/resource/Home_Alone";586.0;;103.0;6.04057326E8;6180.0;1.8E7;216072.0;4.76684675E8
"Indiana Jones and the Temple of Doom (1984)";"http://dbpedia.org/resource/Indiana_Jones_and_the_Temple_of_Doom";2115.0;;118.0;6.04095741E8;7080.0;2.817E7;81503.0;3.33107271E8
"Guardian, The (1990)";"http://dbpedia.org/resource/The_Guardian_(1990_film)";2982.0;4/27/90 12:00 AM;92.0;6.05465393E8;5520.0;;967174.0;1.7037887E7
"Ghost (1990)";"http://dbpedia.org/resource/Ghost_(1990_film)";587.0;;126.0;6.06766776E8;7560.0;2.2E7;129619.0;5.05702588E8
"Lord of the Rings, The (1978)";"http://dbpedia.org/resource/The_Lord_of_the_Rings_(1978_film)";2116.0;;133.0;6.05361338E8;7980.0;4000000.0;396607.0;3.047142E7
"Who Framed Roger Rabbit? (1988)";"http://dbpedia.org/resource/Who_Framed_Roger_Rabbit";2987.0;;104.0;6.06709823E8;6240.0;7.0E7;76018.0;3.29803958E8
"Nineteen Eighty-Four (1984)";"http://dbpedia.org/resource/Nineteen_Eighty-Four_(film)";2117.0;;110.0;6.03301504E8;6600.0;5500000.0;1.4254136E7;8430492.0
"Melvin and Howard (1980)";"http://dbpedia.org/resource/Melvin_and_Howard";2988.0;;95.0;6.06598269E8;5700.0;;1199638.0;
"Terminator 2: Judgment Day (1991)";"http://dbpedia.org/resource/Terminator_2:_Judgment_Day";589.0;;136.0;6.06714649E8;8160.0;94.0;3.4344124E7;5.19843345E8
"Dead Zone, The (1983)";"http://dbpedia.org/resource/The_Dead_Zone_(film)";2118.0;10/21/83 12:00 AM;103.0;6.01197613E8;6180.0;1.0E7;451062.0;2.0766616E7
"Robocop (1987)";"http://dbpedia.org/resource/RoboCop";2985.0;;102.0;6.06517418E8;6120.0;1.3E7;445066.0;5.3424681E7
"Hand That Rocks the Cradle, The (1992)";"http://dbpedia.org/resource/The_Hand_That_Rocks_the_Cradle_(film)";3249.0;1/10/92 12:00 AM;110.0;6.06121027E8;6600.0;1.17E7;1037120.0;8.8036683E7
"Maximum Overdrive (1986)";"http://dbpedia.org/resource/Maximum_Overdrive";2119.0;;97.0;6.06081428E8;5820.0;9000000.0;8931001.0;7433663.0
"Robocop 2 (1990)";"http://dbpedia.org/resource/RoboCop_2";2986.0;;117.0;6.04187303E8;7020.0;1.3E7;1330220.0;4.5681173E7
"White Men Can't Jump (1992)";"http://dbpedia.org/resource/White_Men_Can't_Jump";3263.0;3/27/92 12:00 AM;115.0;6.04590976E8;6900.0;;1665752.0;9.0753806E7
"Adventures in Babysitting (1987)";"http://dbpedia.org/resource/Adventures_in_Babysitting";2133.0;7/1/87 12:00 AM;102.0;6.03938924E8;6120.0;7000000.0;576198.0;3.4368475E7
"Buffy the Vampire Slayer (1992)";"http://dbpedia.org/resource/Buffy_the_Vampire_Slayer_(film)";3264.0;;86.0;6.04639274E8;5160.0;7000000.0;4231.0;1.6624456E7
"Who's Afraid of Virginia Woolf? (1966)";"http://dbpedia.org/resource/Who's_Afraid_of_Virginia_Woolf%3F_(film)";2132.0;;132.0;6.02073938E8;7920.0;7500000.0;9377241.0;4.0E7
"Atlantic City (1980)";"http://dbpedia.org/resource/Atlantic_City_(1980_film)";2130.0;;104.0;6.03885818E8;6240.0;7200000.0;106352.0;1.2729675E7
"Howards End (1992)";"http://dbpedia.org/resource/Howards_End_(film)";3260.0;;140.0;6.05354324E8;8400.0;8000000.0;133622.0;2.5966555E7
"Singles (1992)";"http://dbpedia.org/resource/Singles_(1992_film)";3261.0;9/18/92 12:00 AM;99.0;5.9590448E8;5940.0;9000000.0;577663.0;1.847185E7
"Twin Peaks: Fire Walk with Me (1992)";"http://dbpedia.org/resource/Twin_Peaks:_Fire_Walk_with_Me";3262.0;;135.0;6.04355837E8;8100.0;1.0E7;245515.0;4781186.0
"Hana-bi (1997)";"http://dbpedia.org/resource/Hana-bi";1809.0;9/3/97 12:00 AM;103.0;5.99574583E8;6180.0;;748933.0;
"Paulie (1998)";"http://dbpedia.org/resource/Paulie";1806.0;;91.0;6.04238574E8;5460.0;2.3E7;535969.0;2.7084499E7
"Wild Things (1998)";"http://dbpedia.org/resource/Wild_Things";1805.0;;108.0;6.04920588E8;6480.0;2.0E7;423372.0;3.0147739E7
"Newton Boys, The (1998)";"http://dbpedia.org/resource/The_Newton_Boys";1804.0;;113.0;6.04784648E8;6780.0;2.7E7;723288.0;1.0452012E7
"Pagemaster, The (1994)";"http://dbpedia.org/resource/The_Pagemaster";558.0;11/23/94 12:00 AM;78.0;6.06135351E8;4680.0;2.1E7;1266489.0;1.3670688E7
"Paris, France (1993)";"http://dbpedia.org/resource/Paris,_France_(film)";559.0;;112.0;5.87973955E8;6720.0;;1.0867838E7;44159.0
"Man in the Iron Mask, The (1998)";"http://dbpedia.org/resource/The_Man_in_the_Iron_Mask_(1998_film)";1801.0;;132.0;6.06207433E8;7920.0;3.5E7;5169996.0;1.82968902E8
"War Room, The (1993)";"http://dbpedia.org/resource/The_War_Room";556.0;12/5/93 12:00 AM;96.0;6.04007886E8;5760.0;;484876.0;
"Saltmen of Tibet, The (1997)";"http://dbpedia.org/resource/The_Saltmen_of_Tibet";2129.0;;108.0;6.05894471E8;6480.0;;3.2649225E7;
"Mamma Roma (1962)";"http://dbpedia.org/resource/Mamma_Roma";557.0;;106.0;5.98265122E8;6360.0;;3653844.0;
"Trial by Jury (1994)";"http://dbpedia.org/resource/Trial_by_Jury_(film)";554.0;9/9/94 12:00 AM;107.0;5.98228689E8;6420.0;;2.1586321E7;6971777.0
"True Romance (1993)";"http://dbpedia.org/resource/True_Romance";555.0;;118.0;6.06665621E8;7080.0;1.3E7;441315.0;1.2281551E7
"Safe Men (1998)";"http://dbpedia.org/resource/Safe_Men";2128.0;8/7/98 12:00 AM;88.0;5.90253686E8;5280.0;;4328223.0;
"Bodyguard, The (1992)";"http://dbpedia.org/resource/The_Bodyguard_(1992_film)";3257.0;;130.0;6.05302549E8;7800.0;2.5E7;412476.0;4.1100674E8
"Three Musketeers, The (1993)";"http://dbpedia.org/resource/The_Three_Musketeers_(1993_film)";552.0;;105.0;6.00329281E8;6300.0;3.0E7;1962913.0;5.3898845E7
"Patriot Games (1992)";"http://dbpedia.org/resource/Patriot_Games_(film)";3256.0;;117.0;6.06358116E8;7020.0;4.5E7;3499096.0;1.78051587E8
"Tombstone (1993)";"http://dbpedia.org/resource/Tombstone_(film)";553.0;;;6.04992701E8;;2.5E7;525113.0;5.6505065E7
"Snake Eyes (1998)";"http://dbpedia.org/resource/Snake_Eyes_(film)";2126.0;8/7/98 12:00 AM;98.0;6.06387072E8;5880.0;7.3E7;1556078.0;1.03891409E8
"Far and Away (1992)";"http://dbpedia.org/resource/Far_and_Away";3259.0;;142.0;6.05317163E8;8520.0;6.0E7;705925.0;1.3778384E8
"Threesome (1994)";"http://dbpedia.org/resource/Threesome_(film)";550.0;4/8/94 12:00 AM;93.0;5.96703632E8;5580.0;1.0E7;1906889.0;1.4815317E7
"All Dogs Go to Heaven (1989)";"http://dbpedia.org/resource/All_Dogs_Go_to_Heaven";2123.0;;85.0;6.06378894E8;5100.0;1.38E7;513090.0;2.7100027E7
"Death Becomes Her (1992)";"http://dbpedia.org/resource/Death_Becomes_Her";3258.0;7/31/92 12:00 AM;104.0;6.060731E8;6240.0;5.5E7;105972.0;1.4902265E8
"Nightmare Before Christmas, The (1993)";"http://dbpedia.org/resource/The_Nightmare_Before_Christmas";551.0;;76.0;6.0680109E8;4560.0;1.8E7;403227.0;7.5082668E7
"Addams Family, The (1991)";"http://dbpedia.org/resource/The_Addams_Family_(film)";2124.0;;99.0;6.03158437E8;5940.0;3.8E7;2.674235E7;1.91502246E8
"Gun Shy (2000)";"http://dbpedia.org/resource/Gun_Shy_(film)";3276.0;2/4/00 12:00 AM;101.0;5.65130492E8;6060.0;1.4E7;2.4597709E7;3221280.0
"Single White Female (1992)";"http://dbpedia.org/resource/Single_White_Female";3274.0;;107.0;6.05488502E8;6420.0;;2632500.0;4.8017402E7
"Sixteen Candles (1984)";"http://dbpedia.org/resource/Sixteen_Candles";2144.0;5/4/84 12:00 AM;93.0;6.04924603E8;5580.0;6500000.0;685977.0;2.3686027E7
"Boondock Saints, The (1999)";"http://dbpedia.org/resource/The_Boondock_Saints";3275.0;;108.0;6.04763725E8;6480.0;6000000.0;517376.0;30471.0
"Legend (1985)";"http://dbpedia.org/resource/Legend_(film)";2143.0;;;5.75014832E8;;;4.0631993E7;
"Bad Lieutenant (1992)";"http://dbpedia.org/resource/Bad_Lieutenant";3272.0;;91.0;6.05477809E8;5460.0;1000000.0;1238102.0;2019469.0
"Scream 3 (2000)";"http://dbpedia.org/resource/Scream_3";3273.0;;117.0;6.06099782E8;7020.0;4.0E7;600351.0;1.61834276E8
"Cutting Edge, The (1992)";"http://dbpedia.org/resource/The_Cutting_Edge";3270.0;;97.0;5.96740602E8;5820.0;;1679183.0;2.5105E7
"Dark Crystal, The (1982)";"http://dbpedia.org/resource/The_Dark_Crystal";2140.0;;93.0;6.06381362E8;5580.0;1.5E7;348292.0;4.0577001E7
"Of Mice and Men (1992)";"http://dbpedia.org/resource/Of_Mice_and_Men_(1992_film)";3271.0;;110.0;6.06752833E8;6600.0;;622993.0;5471088.0
"Little Big League (1994)";"http://dbpedia.org/resource/Little_Big_League";569.0;6/29/94 12:00 AM;119.0;6.02065004E8;7140.0;;3032135.0;1.2211068E7
"Cronos (1992)";"http://dbpedia.org/resource/Cronos_(film)";565.0;;92.0;6.06388834E8;5520.0;2000000.0;3080704.0;621392.0
"Watership Down (1978)";"http://dbpedia.org/resource/Watership_Down_(film)";2138.0;;101.0;6.05762251E8;6060.0;;982243.0;3713768.0
"Naked in New York (1994)";"http://dbpedia.org/resource/Naked_in_New_York";566.0;;91.0;6.04973934E8;5460.0;;5203014.0;1038959.0
"Secret of NIMH, The (1982)";"http://dbpedia.org/resource/The_Secret_of_NIMH";2139.0;;82.0;6.05974373E8;4920.0;7000000.0;558970.0;1.4665733E7
"Kika (1993)";"http://dbpedia.org/resource/Kika";567.0;;;5.78814008E8;;;2.6323211E7;
"Bhaji on the Beach (1993)";"http://dbpedia.org/resource/Bhaji_on_the_Beach";568.0;;101.0;6.01151342E8;6060.0;;2711882.0;735192.0
"Weird Science (1985)";"http://dbpedia.org/resource/Weird_Science_(film)";2134.0;;94.0;6.04205363E8;5640.0;;241171.0;3.8934048E7
"Forever Young (1992)";"http://dbpedia.org/resource/Forever_Young_(1992_film)";3269.0;;102.0;6.05106678E8;6120.0;;1562284.0;1.27956187E8
"Welcome to the Dollhouse (1995)";"http://dbpedia.org/resource/Welcome_to_the_Dollhouse";562.0;;87.0;5.96952048E8;5220.0;800000.0;2298338.0;4569019.0
"Doctor Dolittle (1967)";"http://dbpedia.org/resource/Doctor_Dolittle_(film)";2135.0;;152.0;5.99992342E8;9120.0;1.7015E7;99015.0;9000000.0
"Stop! Or My Mom Will Shoot (1992)";"http://dbpedia.org/resource/Stop!_Or_My_Mom_Will_Shoot";3268.0;;87.0;6.06392384E8;5220.0;4.5E7;1967834.0;7.061121E7
"Germinal (1993)";"http://dbpedia.org/resource/Germinal_(1993_film)";563.0;;160.0;5.94066736E8;9600.0;2.7E7;1.5708208E7;3.6970656E7
"Nutty Professor, The (1963)";"http://dbpedia.org/resource/The_Nutty_Professor";2136.0;;107.0;5.99993151E8;6420.0;;587807.0;3500000.0
"Chasers (1994)";"http://dbpedia.org/resource/Chasers";564.0;;102.0;6.05555227E8;6120.0;1.5E7;1.4794717E7;1596687.0
"Charlotte's Web (1973)";"http://dbpedia.org/resource/Charlotte's_Web_(1973_film)";2137.0;;94.0;6.06541067E8;5640.0;;3777574.0;2400000.0
"St. Elmo's Fire (1985)";"http://dbpedia.org/resource/St._Elmo's_Fire_(film)";2146.0;6/28/85 12:00 AM;110.0;6.05602259E8;6600.0;1.0E7;607673.0;3.7803872E7
"Pretty in Pink (1986)";"http://dbpedia.org/resource/Pretty_in_Pink";2145.0;2/28/86 12:00 AM;96.0;6.04886477E8;5760.0;9000000.0;454223.0;4.0471663E7
"House (1986)";"http://dbpedia.org/resource/House_(1986_film)";2148.0;2/28/86 12:00 AM;93.0;5.97251692E8;5580.0;3000000.0;4370892.0;2.2144631E7
"Clan of the Cave Bear, The (1986)";"http://dbpedia.org/resource/The_Clan_of_the_Cave_Bear_(film)";2147.0;1/17/86 12:00 AM;98.0;6.06777802E8;5880.0;1.5E7;1462414.0;1954000.0
"House II: The Second Story (1987)";"http://dbpedia.org/resource/House_II:_The_Second_Story";2149.0;5/14/87 12:00 AM;88.0;6.03036844E8;5280.0;;5144617.0;7800000.0
"Gods Must Be Crazy, The (1980)";"http://dbpedia.org/resource/The_Gods_Must_Be_Crazy";2150.0;;109.0;6.05574145E8;6540.0;5000000.0;261237.0;3.4331783E7
"Gods Must Be Crazy II, The (1989)";"http://dbpedia.org/resource/The_Gods_Must_Be_Crazy_II";2151.0;;98.0;6.05571261E8;5880.0;;3384409.0;
"Last Detail, The (1973)";"http://dbpedia.org/resource/The_Last_Detail";3200.0;;103.0;6.05360713E8;6180.0;2600000.0;163457.0;1.0E7
"Air Bud: Golden Receiver (1998)";"http://dbpedia.org/resource/Air_Bud:_Golden_Receiver";2152.0;8/14/98 12:00 AM;90.0;6.0669023E8;5400.0;;5012787.0;1.0224116E7
"Avengers, The (1998)";"http://dbpedia.org/resource/The_Avengers_(1998_film)";2153.0;8/14/98 12:00 AM;87.0;6.06656561E8;5220.0;6.0E7;633411.0;4.8585416E7
"How Stella Got Her Groove Back (1998)";"http://dbpedia.org/resource/How_Stella_Got_Her_Groove_Back";2154.0;;124.0;5.74198111E8;7440.0;2.0E7;2602021.0;3.9278722E7
"Five Easy Pieces (1970)";"http://dbpedia.org/resource/Five_Easy_Pieces";3201.0;9/12/70 12:00 AM;96.0;6.05807332E8;5760.0;1600000.0;73467.0;1.8099091E7
"Six Days Seven Nights (1998)";"http://dbpedia.org/resource/Six_Days_Seven_Nights";1894.0;6/12/98 12:00 AM;98.0;6.01591113E8;5880.0;;365039.0;1.64839294E8
"Henry: Portrait of a Serial Killer (1990)";"http://dbpedia.org/resource/Henry:_Portrait_of_a_Serial_Killer";2159.0;;83.0;6.0187706E8;4980.0;110000.0;1141596.0;609939.0
"Can't Hardly Wait (1998)";"http://dbpedia.org/resource/Can't_Hardly_Wait";1895.0;;101.0;6.06657028E8;6060.0;1.0E7;475977.0;2.5605015E7
"Henry: Portrait of a Serial Killer, Part 2 (1996)";"http://dbpedia.org/resource/Henry:_Portrait_of_a_Serial_Killer,_Part_II";2158.0;;84.0;5.96562033E8;5040.0;;3.7871553E7;
"Dead Calm (1989)";"http://dbpedia.org/resource/Dead_Calm_(film)";3203.0;;96.0;6.01106716E8;5760.0;1.04E7;697868.0;7825000.0
"Chambermaid on the Titanic, The (1998)";"http://dbpedia.org/resource/The_Chambermaid_on_the_Titanic";2157.0;;96.0;5.87555413E8;5760.0;;3.1843968E7;
"Boys from Brazil, The (1978)";"http://dbpedia.org/resource/The_Boys_from_Brazil_(film)";3204.0;;125.0;6.05980633E8;7500.0;1.2E7;143834.0;1.9E7
"Beyond Silence (1996)";"http://dbpedia.org/resource/Beyond_Silence_(1996_film)";1893.0;12/19/96 12:00 AM;112.0;6.03931684E8;6720.0;;1.2259086E7;
"Against All Odds (1984)";"http://dbpedia.org/resource/Against_All_Odds_(film)";3206.0;;128.0;6.02974683E8;7680.0;1.3E7;570350.0;2.1689062E7
"Passion in the Desert (1998)";"http://dbpedia.org/resource/Passion_in_the_Desert";1899.0;6/12/98 12:00 AM;93.0;5.69685244E8;5580.0;;7940626.0;249682.0
"Snows of Kilimanjaro, The (1952)";"http://dbpedia.org/resource/The_Snows_of_Kilimanjaro_(1952_film)";3207.0;;117.0;6.00598662E8;7020.0;;1.1253233E7;6.5
"Cousin Bette (1998)";"http://dbpedia.org/resource/Cousin_Bette_(film)";1896.0;6/12/98 12:00 AM;108.0;5.75930475E8;6480.0;;2.9892611E7;1161063.0
"Loaded Weapon 1 (1993)";"http://dbpedia.org/resource/Loaded_Weapon_1";3208.0;2/5/93 12:00 AM;84.0;5.97423961E8;5040.0;8200000.0;685981.0;2.7979399E7
"High Art (1998)";"http://dbpedia.org/resource/High_Art";1897.0;1/21/98 12:00 AM;101.0;5.9806309E8;6060.0;;1441031.0;1929168.0
"Loves of Carmen, The (1948)";"http://dbpedia.org/resource/The_Loves_of_Carmen_(1948_film)";3209.0;;99.0;5.52481472E8;5940.0;;4340088.0;
"NeverEnding Story, The (1984)";"http://dbpedia.org/resource/The_NeverEnding_Story_(film)";2161.0;;107.0;6.0386509E8;6420.0;;2829485.0;1.0E8
"NeverEnding Story II: The Next Chapter, The (1990)";"http://dbpedia.org/resource/The_NeverEnding_Story_II:_The_Next_Chapter";2162.0;;90.0;6.05664338E8;5400.0;;2993846.0;1.7373527E7
"Rosemary's Baby (1968)";"http://dbpedia.org/resource/Rosemary's_Baby_(film)";2160.0;;136.0;6.04779951E8;8160.0;3200000.0;9830229.0;3.3395426E7
"Return to Paradise (1998)";"http://dbpedia.org/resource/Return_to_Paradise_(1998_film)";2166.0;;111.0;6.05043769E8;6660.0;1.4E7;3273263.0;8341087.0
"Fast Times at Ridgemont High (1982)";"http://dbpedia.org/resource/Fast_Times_at_Ridgemont_High";3210.0;;90.0;5.98722099E8;5400.0;4500000.0;453236.0;2.709288E7
"Surf Nazis Must Die (1987)";"http://dbpedia.org/resource/Surf_Nazis_Must_Die";2164.0;;83.0;5.8676228E8;4980.0;;3213278.0;
"Poison (1991)";"http://dbpedia.org/resource/Poison_(film)";3218.0;;85.0;5.85178479E8;5100.0;250000.0;7444907.0;787280.0
"Pacific Heights (1990)";"http://dbpedia.org/resource/Pacific_Heights_(film)";3219.0;9/28/90 12:00 AM;102.0;6.06414135E8;6120.0;1.8E7;1695109.0;4.4926706E7
"American Flyers (1985)";"http://dbpedia.org/resource/American_Flyers";3214.0;8/16/85 12:00 AM;113.0;6.02911149E8;6780.0;8500000.0;8977593.0;1420355.0
"Dance with Me (1998)";"http://dbpedia.org/resource/Dance_with_Me_(film)";2168.0;8/21/98 12:00 AM;126.0;5.86449869E8;7560.0;;1.0349441E7;1.5814088E7
"Voyage of the Damned (1976)";"http://dbpedia.org/resource/Voyage_of_the_Damned";3215.0;;155.0;5.98631958E8;9300.0;;1276307.0;
"Blade (1998)";"http://dbpedia.org/resource/Blade_(film)";2167.0;8/21/98 12:00 AM;120.0;6.0665684E8;7200.0;4.0E7;471544.0;1.3118353E8
"Born to Win (1971)";"http://dbpedia.org/resource/Born_to_Win";3212.0;12/1/71 12:00 AM;88.0;5.64622633E8;5280.0;;1.5887664E7;
"Batman: Mask of the Phantasm (1993)";"http://dbpedia.org/resource/Batman:_Mask_of_the_Phantasm";3213.0;;76.0;6.06144835E8;4560.0;6000000.0;311765.0;5617391.0
"Dead Man on Campus (1998)";"http://dbpedia.org/resource/Dead_Man_on_Campus";2169.0;8/21/98 12:00 AM;96.0;6.06497037E8;5760.0;1.4E7;2699610.0;1.5064946E7
"Carmen (1984)";"http://dbpedia.org/resource/Carmen_(1984_film)";3222.0;;152.0;5.83350391E8;9120.0;;3129567.0;
"Beetlejuice (1988)";"http://dbpedia.org/resource/Beetlejuice";2174.0;;92.0;6.06412706E8;5520.0;1.5E7;293524.0;7.3707461E7
"Draughtsman's Contract, The (1982)";"http://dbpedia.org/resource/The_Draughtsman's_Contract";3221.0;;103.0;6.02456077E8;6180.0;320000.0;1088677.0;
"Night Tide (1961)";"http://dbpedia.org/resource/Night_Tide";3220.0;;84.0;6.0518045E8;5040.0;25000.0;1.1160859E7;
"Rope (1948)";"http://dbpedia.org/resource/Rope_(film)";2176.0;8/28/48 12:00 AM;80.0;6.05985491E8;4800.0;1500000.0;2.3477436E7;
"Family Plot (1976)";"http://dbpedia.org/resource/Family_Plot";2177.0;;121.0;6.05053013E8;7260.0;4500000.0;1573600.0;1.32E7
"Wrongfully Accused (1998)";"http://dbpedia.org/resource/Wrongfully_Accused";2170.0;;87.0;6.01337498E8;5220.0;;1865502.0;9623329.0
"Another Man's Poison (1952)";"http://dbpedia.org/resource/Another_Man's_Poison";3229.0;11/20/51 12:00 AM;90.0;5.99206378E8;5400.0;;3111465.0;
"Down to You (2000)";"http://dbpedia.org/resource/Down_to_You";3225.0;1/21/00 12:00 AM;92.0;6.02741077E8;5520.0;3.5E7;2981197.0;2.4419914E7
"Topaz (1969)";"http://dbpedia.org/resource/Topaz_(1969_film)";2179.0;;143.0;6.03199982E8;8580.0;4000000.0;239532.0;6000000.0
"Frenzy (1972)";"http://dbpedia.org/resource/Frenzy";2178.0;;116.0;5.93662803E8;6960.0;2000000.0;508044.0;1.26E7
"Torn Curtain (1966)";"http://dbpedia.org/resource/Torn_Curtain";2180.0;;128.0;6.06154466E8;7680.0;3000000.0;1556135.0;1.3E7
"Saphead, The (1920)";"http://dbpedia.org/resource/The_Saphead";3231.0;;77.0;5.73533507E8;4620.0;;1.3957349E7;
"Stage Fright (1950)";"http://dbpedia.org/resource/Stage_Fright_(1950_film)";2187.0;;110.0;5.95792557E8;6600.0;;295973.0;
"Odessa File, The (1974)";"http://dbpedia.org/resource/The_Odessa_File_(film)";3230.0;;130.0;6.0661836E8;7800.0;;7577290.0;
"54 (1998)";"http://dbpedia.org/resource/54_(film)";2188.0;;105.0;6.05171752E8;5580.0;1.3E7;686213.0;1.6757163E7
"Smashing Time (1967)";"http://dbpedia.org/resource/Smashing_Time";3233.0;;96.0;5.96942496E8;5760.0;630000.0;6872687.0;290000.0
"I Confess (1953)";"http://dbpedia.org/resource/I_Confess_(film)";2185.0;;92.0;6.0197782E8;5520.0;;1093364.0;2000000.0
"Seven Chances (1925)";"http://dbpedia.org/resource/Seven_Chances";3232.0;;56.0;6.02846177E8;3360.0;;5697483.0;
"Strangers on a Train (1951)";"http://dbpedia.org/resource/Strangers_on_a_Train_(film)";2186.0;;101.0;5.99052472E8;6060.0;1200000.0;261107.0;7000000.0
"Man Who Knew Too Much, The (1956)";"http://dbpedia.org/resource/The_Man_Who_Knew_Too_Much_(1956_film)";2183.0;6/1/56 12:00 AM;120.0;6.0598577E8;7200.0;1200000.0;2345044.0;1.1333333E7
"Trouble with Harry, The (1955)";"http://dbpedia.org/resource/The_Trouble_with_Harry";2184.0;;99.0;6.05985688E8;5940.0;1200000.0;579127.0;
"Marnie (1964)";"http://dbpedia.org/resource/Marnie_(film)";2181.0;;130.0;6.06430911E8;7800.0;3000000.0;264851.0;7000000.0
"Wrong Man, The (1956)";"http://dbpedia.org/resource/The_Wrong_Man";2182.0;;105.0;5.98284035E8;6300.0;1200000.0;1582683.0;2000000.0
"Truce, The (1996)";"http://dbpedia.org/resource/The_Truce_(1974_film)";1868.0;;108.0;5.41516085E8;6480.0;;1.4359816E7;
"Molly (1999)";"http://dbpedia.org/resource/Molly_(film)";2914.0;;102.0;6.06653711E8;6120.0;2.1E7;4032727.0;17650.0
"Tarzan and the Lost City (1998)";"http://dbpedia.org/resource/Tarzan_and_the_Lost_City_(film)";1867.0;4/24/98 12:00 AM;83.0;5.98742024E8;4980.0;2.0E7;5512355.0;2172941.0
"Risky Business (1983)";"http://dbpedia.org/resource/Risky_Business";2915.0;8/5/83 12:00 AM;98.0;6.06790026E8;5880.0;6200000.0;561226.0;6.3541723E7
"Limey, The (1999)";"http://dbpedia.org/resource/The_Limey";2912.0;;89.0;6.03117753E8;5340.0;1.0E7;491323.0;3204663.0
"Black Dog (1998)";"http://dbpedia.org/resource/Black_Dog_(film)";1869.0;5/1/98 12:00 AM;89.0;5.82144751E8;5340.0;;2906058.0;1.2951088E7
"Mating Habits of the Earthbound Human, The (1998)";"http://dbpedia.org/resource/The_Mating_Habits_of_the_Earthbound_Human";2913.0;9/3/99 12:00 AM;88.0;6.06723469E8;5280.0;;5715101.0;4634.0
